"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"PC032983","PC032983","HSS-8065607","DY160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G038 (Stores)","Ground Floor","VIHATRP20220808-201","11/30/2030"
"LD038434","LD038434","HSS-8065610","5TM60N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G046 (FMO Manager)","G","VIHATRP20220808-202","11/30/2030"
"LD038434","LD038434","HSS-8065611","2TM60N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G046 (FMO Manager)","G","VIHATRP20220808-202","11/30/2030"
"PC032170","PC032170","HSS-8065612","GY160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","","VIHATRP20220808-203","11/30/2030"
"PC037421","PC037421","HSS-8065613","HY160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G047 (FMO Office)","","VIHATRP20220808-203","11/30/2030"
"PC031415","PC031415","HSS-8065614","3Z160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G038 (Stores)","G","VIHATRP20220808-204","11/30/2030"
"PC037419","PC037419","HSS-8065615","FY160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G052 (Plumbing)","","VIHATRP20220808-204","11/30/2030"
"PC031285","PC031285","HSS-8065616","2Z160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G054B (Maintenance Shop / Green Room)","","VIHATRP20220808-204","11/30/2030"
"LD065512","BNM60N3 Dell P2423D","HSS-8065617","BNM60N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Manager Office)","G","VIHATRP20220808-211","11/30/2030"
"LD065512","8B660N3 Dell P2423D","HSS-8065618","8B660N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Manager Office)","G","VIHATRP20220808-211","11/30/2030"
"PC031280","PC031280","HSS-8065619","66S60N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","","VIHATRP20220808-210","10/31/2030"
"PC031279","PC031279","HSS-8065620","9D160N3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Back)","","VIHATRP20220808-210","10/31/2030"
"LD026425","LD026425","HSS-8065621","86S60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","08 (Dr. Nick Hargrove)","1","VIHATRP20220808-215","11/30/2030"
"LD026425","LD026425","HSS-8065622","5B660N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","08 (Dr. Nick Hargrove)","1","VIHATRP20220808-215","11/30/2030"
"LD038433","LD038433","HSS-8065623","G3H60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20220808-215","11/30/2030"
"PC033975","PC033975","HSS-8065624","D3H60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","03 (Clinic Room)","","VIHATRP20220808-216","11/30/2030"
"PC034221","PC034221","HSS-8065626","7NM60N3","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 5","2","VIHATRP20220808-217","11/30/2030"
"PC034221","PC034221","HSS-8065627","8NM60N3","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 5","2","VIHATRP20220808-217","11/30/2030"
"PC038877","PC038877","HSS-8065628","5NM60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","10 (Meeting Room)","","VIHATRP20220808-218","11/30/2030"
"PC031819","PC031819","HSS-8065629","J3H60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","Reception","","VIHATRP20220808-218","11/30/2030"
"PC032177","PC032177","HSS-8065630","GQB60N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","Reception","","VIHATRP20220808-218","11/30/2030"
"PC032177","PC031819","HSS-8065631","2B660N3","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","Reception","","VIHATRP20220808-220","11/30/2030"
"LD073559","LD021287","HSS-8065704","8P160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 23b (East Wing)","1","VIHATRP081522-001","11/30/2030"
"LD073559","LD021287","HSS-8065705","GP160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 23b (East Wing)","1","VIHATRP081522-001","11/30/2030"
"PC037757","PC037757","HSS-8065706","FKX60N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 23b (East Wing)","","VIHATRP081522-002","11/30/2030"
"PC037756","PC037756","HSS-8065708","HP160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 37 (Gail Kerrone Manager)","1","VIHATRP081522-004","11/30/2030"
"PC036362","PC036362","HSS-8065709","12660N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 41","","VIHATRP081522-005","11/30/2030"
"PC034198","PC034198","HSS-8065710","C9B60N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 36 (AKA pharmacist office)","","VIHATRP081522-006","11/30/2030"
"PC036363","PC036363","HSS-8065711","9P160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 19A (East Wing)","","VIHATRP081522-007","11/30/2030"
"PC034197","PC034197","HSS-8065712","6P160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 50 (Rehab)","","VIHATRP081522-008","11/30/2030"
"PC036364","PC036364","HSS-8065713","CT160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 01a (South Wing)","","VIHATRP081522-009","11/30/2030"
"PC034368","PC034368","HSS-8065714","7P160N3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Main Building","136 (TBD)","","VIHATRP081522-010","11/30/2030"
"LD102500","LD102500","HSS-8065717","22660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","202 (W152)","2","VIHATRP081522-012","10/31/2030"
"LD102500","LD102500","HSS-8065718","32660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","202 (W152)","2","VIHATRP081522-012","10/31/2030"
"LD031197","LD031197","HSS-8065721","HZ160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W14)","1","VIHATRP20220815-114","11/30/2030"
"LD031197","LD031197","HSS-8065722","GVB60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W14)","1","VIHATRP20220815-114","11/30/2030"
"LD032726","LD032726","HSS-8065723","1F660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","126 (W09)","1","VIHATRP20220815-115","11/30/2030"
"LD032726","LD032726","HSS-8065724","1D660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","126 (W09)","1","VIHATRP20220815-115","11/30/2030"
"LD020608","LD020608","HSS-8065725","2D660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","??? (Shawna Cadieux)","1","VIHATRP20220815-116","11/30/2030"
"LD020608","LD020608","HSS-8065726","5PB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","??? (Shawna Cadieux)","1","VIHATRP20220815-116","11/30/2030"
"LD030842","LD030842","HSS-8065727","4X160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","139 (W25)","1","VIHATRP20220815-117","11/30/2030"
"LD030842","LD030842","HSS-8065728","HNX60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","139 (W25)","1","VIHATRP20220815-117","11/30/2030"
"LD033766","LD033766","HSS-8065729","CVM60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C - Reception(TBD)","1","VIHATRP20220815-118","11/30/2030"
"LD033766","LD033766","HSS-8065730","JC660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C - Reception(TBD)","1","VIHATRP20220815-118","11/30/2030"
"PC028550","PC028550","HSS-8065731","3F660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28 (Staff Scheduling)","","VIHATRP20220815-119","11/30/2030"
"PC028550","PC028550","HSS-8065732","FF660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28 (Staff Scheduling)","","VIHATRP20220815-119","11/30/2030"
"PC028550","PC028550","HSS-8065733","GF660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28 (Staff Scheduling)","","VIHATRP20220815-119","11/30/2030"
"LD039650","LD039650","HSS-8065734","1PX60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C319 (Social Work)(TBD)","1","VIHATRP20220815-120","11/30/2030"
"PC041944","PC041944","HSS-8065737","8PB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building",".Reception","","VIHATRP20220815-122","11/30/2030"
"PC041944","PC041944","HSS-8065738","DPB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building",".Reception","","VIHATRP20220815-122","11/30/2030"
"LD061844","LD061844","HSS-8065739","9PB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","D78","1","VIHATRP20220815-123","11/30/2030"
"PC027452","PC027452","HSS-8065740","CPB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B32 (Staff Scheduling)","","VIHATRP20220815-124","11/30/2030"
"PC027452","PC027452","HSS-8065741","3X160N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B32 (Staff Scheduling)","","VIHATRP20220815-124","11/30/2030"
"PC027452","PC027452","HSS-8065742","3D660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B32 (Staff Scheduling)","","VIHATRP20220815-124","11/30/2030"
"PC042969","PC042969","HSS-8065746","6F660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C312 (Meeting Room)","","VIHATRP20220815-128","11/30/2030"
"PC042972","PC042972","HSS-8065747","B7660N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","304 Adult South Station - LPN","","VIHATRP20220815-129","11/30/2030"
"LD040113","LD040113","HSS-8065748","5NB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C319(OT Office)(TBD)","1","VIHATRP20220815-130","11/30/2030"
"PC044766","PC044766","HSS-8065749","78S60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C400 (Meeting Room)(TBD)","","VIHATRP20220815-131","11/30/2030"
"LD026283","LD026283","HSS-8065751","58S60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B42","1","VIHATRP20220815-132","11/30/2030"
"LD065514","LD065514","HSS-8065756","68S60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D091 (Teresa 'Lori' Richter)","1","VIHATRP20220815-135","11/30/2030"
"LD065514","LD065514","HSS-8065757","99270N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D091 (Teresa 'Lori' Richter)","1","VIHATRP20220815-135","11/30/2030"
"LD034950","LD034950","HSS-8065758","8NB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C310(TBD)","1","VIHATRP20220815-136","11/30/2030"
"PC042914","PC042914","HSS-8065759","9NB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","North Care Station","","VIHATRP20220815-137","11/30/2030"
"LD030732","LD030732","HSS-8065760","C7660N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W7)","1","VIHATRP20220815-138","11/30/2030"
"LD030732","LD030732","HSS-8065761","18270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","137 (W7)","1","VIHATRP20220815-138","11/30/2030"
"PC042968","PC042968","HSS-8065762","6NB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","304 Adult South Station - PRW","","VIHATRP20220815-139","11/30/2030"
"PC028549","PC028549","HSS-8065763","GVM60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B46","","VIHATRP20220815-140","11/30/2030"
"PC028549","PC028549","HSS-8065764","FVM60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B46","","VIHATRP20220815-140","11/30/2030"
"PC028549","PC028549","HSS-8065765","18S60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B46","","VIHATRP20220815-140","11/30/2030"
"PC038166","PC038166","HSS-8065766","28S60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","421 (Nursing Station #1)","","VIHATRP20220815-141","11/30/2030"
"LD020154","LD020154","HSS-8065767","20260N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","127 (W31)","1","VIHATRP20220815-142","11/30/2030"
"LD020154","LD020154","HSS-8065768","40260N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","127 (W31)","1","VIHATRP20220815-142","11/30/2030"
"LD030590","LD030590","HSS-8065769","8VM60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D100 (David Leadbetter)","1","VIHATRP20220815-143","11/30/2030"
"LD030590","LD030590","HSS-8065770","JVM60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D100 (David Leadbetter)","1","VIHATRP20220815-143","11/30/2030"
"LD027695","LD039651","HSS-8065771","6QB60N3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","313 - WFH","1","VIHATRP20220815-144","11/30/2030"
"LD031176","LD031176","HSS-8065772","CW560N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","117 (W76)","1","VIHATRP20220815-145","11/30/2030"
"LD034274","LD034274","HSS-8065773","89B60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W102)","1","VIHATRP20220815-146","11/30/2030"
"LD034274","LD034274","HSS-8065774","79270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W102)","1","VIHATRP20220815-146","11/30/2030"
"LD034595","LD034595","HSS-8065775","G7270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W93)","1","VIHATRP20220815-147","11/30/2030"
"LD034595","LD034595","HSS-8065776","DT160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W93)","1","VIHATRP20220815-147","11/30/2030"
"LD038580","LD030733","HSS-8065777","CP160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (W45)","1","VIHATRP20220815-148","11/30/2030"
"LD038580","LD030733","HSS-8065778","H7270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (W45)","1","VIHATRP20220815-148","11/30/2030"
"LD034596","LD034596","HSS-8065779","D7270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W104)","1","VIHATRP20220815-149","11/30/2030"
"LD034596","LD034596","HSS-8065780","F7270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W104)","1","VIHATRP20220815-149","11/30/2030"
"LD038591","LD038591","HSS-8065781","DSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W61)","1","VIHATRP20220815-150","11/30/2030"
"LD038591","LD038591","HSS-8065782","J7270N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W61)","1","VIHATRP20220815-150","11/30/2030"
"LD033576","LD033576","HSS-8065783","FSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W53)","1","VIHATRP20220815-151","11/30/2030"
"LD033576","LD033576","HSS-8065784","7Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W53)","1","VIHATRP20220815-151","11/30/2030"
"LD030733","LD030733","HSS-8065785","HSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W82)","1","VIHATRP20220815-152","11/30/2030"
"LD030733","LD038580","HSS-8065786","8Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W82)","1","VIHATRP20220815-152","11/30/2030"
"LD031001","LD031001","HSS-8065787","5Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W80)","1","VIHATRP20220815-153","11/30/2030"
"LD031001","LD031001","HSS-8065788","BY160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W80)","1","VIHATRP20220815-153","11/30/2030"
"LD034005","LD034005","HSS-8065789","9Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W98)","1","VIHATRP20220815-154","11/30/2030"
"LD034005","LD034005","HSS-8065790","4Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W98)","1","VIHATRP20220815-154","11/30/2030"
"LD034276","LD034276","HSS-8065791","9SM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","119 (W86)","1","VIHATRP20220815-155","11/30/2030"
"LD034272","LD034272","HSS-8065792","JSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","133 (W37)","1","VIHATRP20220815-156","11/30/2030"
"LD034272","LD034272","HSS-8065793","2Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","133 (W37)","1","VIHATRP20220815-156","11/30/2030"
"LD030738","LD030738","HSS-8065794","BSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W81)","1","VIHATRP20220815-157","11/30/2030"
"LD030738","LD030738","HSS-8065795","6Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W81)","1","VIHATRP20220815-157","11/30/2030"
"LD035064","LD035064","HSS-8065796","3Y160N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","134 (W39)","1","VIHATRP20220815-158","11/30/2030"
"LD035064","LD035064","HSS-8065797","CSM60N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","134 (W39)","1","VIHATRP20220815-158","11/30/2030"
"LD020152","LD020152","HSS-8065798","9W560N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W28)","1","VIHATRP20220815-159","11/30/2030"
"LD020152","LD020152","HSS-8065799","BW560N3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W28)","1","VIHATRP20220815-159","11/30/2030"
"LD034287","LD034287","HSS-8065800","HCSMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","119 (W89)","1","VIHATRP20220815-160","11/30/2030"
"LD034287","LD034287","HSS-8065801","3NGMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","119 (W89)","1","VIHATRP20220815-160","11/30/2030"
"LD031355","LD031355","HSS-8065802","BCSMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W101)","1","VIHATRP20220815-161","11/30/2030"
"LD031355","LD031355","HSS-8065803","DCSMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W101)","1","VIHATRP20220815-161","11/30/2030"
"LD033578","LD033578","HSS-8065804","FCSMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W66)","1","VIHATRP20220815-162","11/30/2030"
"LD033578","LD033578","HSS-8065805","CCSMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W66)","1","VIHATRP20220815-162","11/30/2030"
"LD038126","LD038126","HSS-8065810","G1660N3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","22","G","VIHATRP20220815-165","11/30/2030"
"LD038126","LD038126","HSS-8065811","GCSMVF3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","22","G","VIHATRP20220815-165","11/30/2030"
"LD056049","LD056049","HSS-8065814","BKX60N3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","21","G","VIHATRP20220815-167","11/30/2030"
"LD056049","LD056049","HSS-8065815","CQ160N3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","21","G","VIHATRP20220815-167","11/30/2030"
"PC037425","PC037425","HSS-8065816","HZG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","Clinic Room - Basement","G","VIHATRP20220815-168","11/30/2030"
"PC037425","PC037425","HSS-8065817","BYG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1","Main Building","Clinic Room - Basement","G","VIHATRP20220815-168","11/30/2030"
"PC031827","PC031827","HSS-8065820","JZG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Back LH","1","VIHATRP20220815-170","11/30/2030"
"PC031827","PC031827","HSS-8065821","GZG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building",".Reception - Back LH","1","VIHATRP20220815-170","11/30/2030"
"LD033899","LD038357","HSS-8065822","7YG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","1","1","VIHATRP20220815-171","11/30/2030"
"LD033899","LD038357","HSS-8065823","FZG60N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","1","1","VIHATRP20220815-171","11/30/2030"
"LD046294","LD046294","HSS-8065824","F1660N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","07 (Shylo Miller  - L6)","1","VIHATRP20220815-172","11/30/2030"
"LD046294","LD046294","HSS-8065825","2P160N3","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","07 (Shylo Miller  - L6)","1","VIHATRP20220815-172","11/30/2030"
"","LD065583","HSS-8066301","CGX60N3","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main","Lobby","3","VIHATRP20220906-110","12/31/2030"
"","LD065583","HSS-8066302","JWR60N3","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main","Lobby","3","VIHATRP20220906-110","12/31/2030"
"LD031615","LD031615","HSS-8066426","1KX60N3","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","Main Building","201","2nd Floor","VIHATRP20220912-001","12/31/2030"
"LD100924","LD021696","HSS-8066470","12270N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","VIHATRP20220912-030","12/31/2030"
"LD100924","LD021696","HSS-8066471","3F160N3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","VIHATRP20220912-030","12/31/2030"
"LD033125","LD033125","HSS-8066770","HJ0MVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","202 (W152)","2","VIHATRP20220919-081","12/31/2030"
"LD033125","LD033125","HSS-8066771","9MGMVF3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","202 (W152)","2","VIHATRP20220919-081","12/31/2030"
"LD069097","LD069097","HSS-8066991","7QGMVF3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","1012","1","REQ1943060-RITM2051332-SCTASK3304302","12/31/2030"
"PC033333","PC033333","HSS-8067146","5RMJRH3","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","","admin office","","VIHATRP20221003-001","03/31/2031"
"PC031444","PC031444","HSS-8067147","54CKRH3","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","","Office","","VIHATRP20221003-002","03/31/2031"
"PC031444","PC031444","HSS-8067148","2KPKRH3","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","","Office","","VIHATRP20221003-002","03/31/2031"
"PC032761","PC032761","HSS-8067149","GJPKRH3","VIHA-CDC-Clearview Detox Centre-Main Building-1st Floor","","Staff office","","VIHATRP20221003-003","03/31/2031"
"LD030399","PC032719","HSS-8067154","4RMJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1084 Mitzi McFarlane's office","1","VIHATRP20221003-008","03/31/2031"
"PC023504","PC023504","HSS-8067155","54SJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","1210 - Finance Cashier","","VIHATRP20221003-009","03/31/2031"
"PC023504","PC023504","HSS-8067156","C2SJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","1210 - Finance Cashier","","VIHATRP20221003-009","03/31/2031"
"LD021013","LD021013","HSS-8067159","DZ4KRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G-253","G","VIHATRP20221003-011","03/31/2031"
"LD021013","LD021013","HSS-8067160","6RMJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G-253","G","VIHATRP20221003-011","03/31/2031"
"PC039985","PC039985","HSS-8067162","HQMJRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","2064 - Family Practice Site Director","","VIHATRP20221003-013","03/31/2031"
"PC040873","PC040873","HSS-8067164","BJPKRH3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","P2034 - Room 5","","VIHATRP20221003-014","03/31/2031"
"PC031084","LD065383","HSS-8067165","J4CKRH3","VIHA-Sat Lab-Satellite Laboratory-Main Building","","Staff conference/lunch room","","VIHATRP20221003-015","03/31/2031"
"PC031084","LD033690","HSS-8067166","24SJRH3","VIHA-Sat Lab-Satellite Laboratory-Main Building","","Staff conference/lunch room","","VIHATRP20221003-015","03/31/2031"
"PC033708","PC051362","HSS-8067167","HZGKRH3","VIHA-Sat Lab-Satellite Laboratory-Main Building-1st Floor","Main","Registration","1","VIHATRP20221003-016","03/31/2031"
"PC033708","LD030982","HSS-8067168","JZ4KRH3","VIHA-Sat Lab-Satellite Laboratory-Main Building-1st Floor","Main","Registration","1","VIHATRP20221003-016","03/31/2031"
"PC031518","PC031518","HSS-8067169","JQMJRH3","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Hospital Commons - Unit 7","108 - Registered Social Worker","Upper level","VIHATRP20221003-017","03/31/2031"
