City,Location,Building,Floor,Room
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W100)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W101)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W102)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W103)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W104)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W91)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W92)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W93)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W94)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W95)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W96)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W97)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W98)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,120 (W99)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,125 (W28)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,125 (W35) - Stephanie Sam
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,126 (W09)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,126 (W29)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,127 (W30)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,127 (W31)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,128 (W32)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (Cabinet in hall - HSS 1)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (Cabinet in Hall - HSS 2)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (Cabinet in Hall - HSS 3)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (Cabinet in Hall - HSS 4)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (Cabinet in Hall - HSS 5)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,129 (W33) Erica McKendry
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,131 - Floor for storage
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,131 (Elyse Laughland) (Temporary in this room)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,131 (W34) - Rhonda Soldera
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,132 (W9) - Breakout Room
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,133 (W37)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,133 (W38)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,134 (W39)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,135 (W40)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,136 (W2)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,136 (W3)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W10)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W11)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W12)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W13)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W14)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W15)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W16)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W17)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W4)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W5)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W6)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W7)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,137 (W8)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (TBD) WS 18
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (W18)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (W19)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (W20)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (W21)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,138 (W22)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,139 (W23)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,139 (W24)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,139 (W25)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,139 (W27)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,Room 116 (W56)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,unknown
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,WFH -
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,WFH - Home Office (VPN)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,WFH - Joanne Rife
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,1,WFH (Catherine Brooks)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor,Main Building,2,Not found - 268(W116)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,202 (W152)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,203 c/o Melissa Manson
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,212 - Jonathan Noakes
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,217 (W127) Geraldine Blair-Speirs
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,218 (W128)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,218 (W128) WFH - Corry Pettigrew
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,219 - Not Found
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,219 (W129)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,220 (W130) Anna Forrest
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,223 (W137)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,223 (W138)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,223 (W146)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,223 (W147)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,251 (W105) Reception
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,252 (W106 - side desk)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,252 (W106)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,252 (W107)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,253 (W108)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,253 (W109) - Alison Gardner
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,254 (W110)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,254 (W111)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,255 (W112)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,256 (W113)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,257 (W118)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,257 (W119)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,258 (W121) Jodi Worth
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,259 (WFH)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,260 (W150)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,260 (W151) Maryann
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,261 (W149) - Emma James
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,262 (W148) Sue Kurucz
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,262 ???
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,266 (W114)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,266 (W115) Angela Eykelbosh
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,267 (TBD)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,268 (W116) Jennifer Sirup
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,268 (W117) Kelsey
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,Attention Jody (207)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,FALSE
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,Home Use
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,WFH - Chelsey Mcdonald
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,WFH - Janeen Kidd (Project Director)
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,WFH - Jennifer Sirup
Duncan,VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor,Main Building,2,WFH - Ruchir Mehndiratta
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Float Station #3
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Float Station #4
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Office 1
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Office 2
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Office 3
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Office 4
Duncan,VIHA-DSS-Duncan Station Street-Main Building-2nd Floor,Main Building,2,Office 5
Duncan,VIHA-DWH-Duncan Waldon House-Main Building-1st Floor,Main Building,1,Admin Office
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,1,1 Consumption Area
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,1,119 (Exan Room)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,1,122 (Exam Room / Office)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,1,Room 108
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,301 (Director)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,303 (Meeting Room)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,303 (Meeting Room)(SUIT Spare)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,304 (Admin)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,307 (Outreach)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,308 (Clinic)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,310 (Outreach Team)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,310 (Outreach Team)(Floater)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,311 (Clinical Coordinator)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,311 WFH - Griffin Halme
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,313 (NP Clinic)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,314 (Manager)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,Hallway (Roaming)
Duncan,VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor,Main Building,3,WFH - ???
Duncan,VIHA-FHMH-Floral House Mental Health-Main Building-1st Floor,Main Building,1,1st FL Office
Duncan,VIHA-FHMH-Floral House Mental Health-Main Building-1st Floor,Main Building,2,TOP STORY
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,03 (Nicole)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,04 (Diane)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,05 (Amber)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,06 (Hillary)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,07 (Shylo Miller  - L6)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,08 (Leah Soer)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,09 (Lyndsey Shields)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,11 (Samantha)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,13 (.Lisa Horvath - Admin Lead)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,13 (file cabinet)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,19 (Devon)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,Roaming (L15)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,Room 16
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor,Main Building,1,WFH - Devon
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,16 (Fernanda Gutierrez - WFH sometimes)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,16 (Hillary - WFH Sometimes)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,19 (Desk A - Rhonda)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,19 (Desk B - Jen C.)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,20 (Bonnie Potter)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,21 (Megan)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,22 (Desk A - Sheryl)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,22 (Desk B - )
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,22 (Desk C - Brenda W)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,23 (Aimee)
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,Clinic Room - Basement
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,Near Reception
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,Outreach Room
Duncan,VIHA-MMHU-Margaret Moss Building-Main Building-Basement 1,Main Building,G,Outreach Room - Rachelle
Duncan,VIHA-WHMH-Wisteria House Mental Health-Main Building-1st Floor,Main Building,1,Main
Duncan,VIHA-WHMH-Wisteria House Mental Health-Main Building-1st Floor,Main Building,1,Main Office
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,101 (Medical Day Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,102 (Ultrasound)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,103 (Ultrasound)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,105 (Consulting Services)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,107 (Clinical Day Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,110 (Child Youth & Family Services)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,111 (LH Desk)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,111 (RH Desk)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,114A
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,114B
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,114B (SMARTDOP Machine)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,115 (Child Youth & Family Services)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,117 (Kellie Connelly)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,118 (Admin Office)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,119 (Home & Community Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,120 (Desk 1)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,120 (Desk 2)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,120 (Desk 3)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,120 (Desk 4)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,120 (Desk 5)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,121 (Desk 1)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,121 (Desk 2)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,121 (Desk 3)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,121 (Desk 4)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,121 (Desk 5)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,122 (Home & Community Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,123 (LH Back)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,123 (LH Front)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,123 (RH back)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,124 (Home & Community Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,125 (Home & Community Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,129 (Waiting Room)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,132 - Clerk Desk
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,132 (Check in Records)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,133 - Office
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,133 - Xray room
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,134B
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,135 (Emergency Room - Urgent Care)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,136 (Exam Room 1)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,136a (Exam Room 2)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,137 (Exam Room 3)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,138 (Exam Room 4)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,139 (Exam Room 5)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,140 (Exam Room 6)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,141 (Exam Room 7)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,142 (Exam Room 8)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,Faye Hjort Office (FPC Area)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC (Doctors Room)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC Provider Area
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC Provider Area (Dr. Samir)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC Provider Area (Fran)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC Provider Area (on the wall)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,FPC Provider Area (Sarah NP)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor,Main Building,1,Hallway
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G08 (Physiotherapy)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G14 (Laboratory)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G14 (Office)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G14 (Reception area)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G21
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G21 (Griffin Russell)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G25 - Teleconference Room
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G25A (WFH - Micheal Primrose)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G36 - WFH (RIchard Lewis)
Ladysmith,VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1,Main Building,G,G36 (FMO Back shop area)
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,2(CN)
Lake Cowichan,VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor,Main Building,1,3 (CN)
